/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000000.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000000.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000001.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000001.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000002.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000002.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000003.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000003.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000004.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000004.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000005.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000005.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000006.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000006.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000007.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000007.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000008.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000008.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000009.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000009.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000010.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000010.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000011.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000011.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000012.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000012.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000013.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000013.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000014.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000014.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000015.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000015.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000016.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000016.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000017.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000017.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000018.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000018.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000019.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000019.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000020.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000020.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000021.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000021.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000022.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000022.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000023.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000023.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000024.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000024.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000025.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000025.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000026.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000026.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000027.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000027.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000028.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000028.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000029.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000029.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000030.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000030.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000031.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000031.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000032.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000032.png
/kaggle/input/kitti-3d-object-detection-dataset/training/image_2/000033.png,/kaggle/input/kitti-sfd-train/depth_dense_twise/depth_dense_twise/000033.png
